datetime,nat_demand,holiday,school,Price,Panama_Temperature,Panama_Humidity,Panama_LiquidWater,Panama_WindSpeed,Peak_Hour
03-01-2015 01:00,970.345,0,0,11838.209,24.00327962,0.01747012,0.03804318,12.5145475,0
03-01-2015 02:00,912.1755,0,0,11128.5411,23.9591512,0.017475822,0.03513066,12.80697759,0
03-01-2015 03:00,900.2688,0,0,10983.27936,23.93728027,0.017486121,0.031881173,13.06700614,0
03-01-2015 04:00,889.9538,0,0,10857.43636,23.90285645,0.017501507,0.029087384,12.83757405,0
03-01-2015 05:00,893.6865,0,0,10902.9753,23.843632,0.017498506,0.027790387,12.17713366,0
03-01-2015 06:00,879.2323,0,0,10726.63406,23.8284139,0.017505798,0.025855223,11.47655404,0
03-01-2015 07:00,932.4876,0,0,11376.34872,24.64201253,0.017775191,0.023239771,12.71526663,0
03-01-2015 08:00,1048.972,0,0,12797.4584,25.983962,0.018039645,0.022533417,13.9029312,0
03-01-2015 09:00,1167.9074,0,0,14248.47028,27.38540039,0.01809047,0.021864573,14.69994555,0
03-01-2015 10:00,1257.5069,0,0,15341.58418,28.54790649,0.0180141,0.024208069,15.20997965,0
03-01-2015 11:00,1254.583,0,0,15305.9126,29.41439209,0.017988661,0.029666901,15.39480754,0
03-01-2015 12:00,1216.9004,0,0,14846.18488,29.91930542,0.018080173,0.036043167,15.0191552,0
03-01-2015 13:00,1202.1556,0,0,14666.29832,30.14349772,0.01802156,0.043239593,14.56428309,0
03-01-2015 14:00,1197.2616,0,0,14606.59152,30.07318522,0.017952968,0.048721316,14.17165141,0
03-01-2015 15:00,1169.0034,0,0,14261.84148,29.72822469,0.017925195,0.048420231,13.77238124,0
03-01-2015 16:00,1136.7054,0,0,13867.80588,29.04158936,0.018047455,0.046093088,13.16224456,0
03-01-2015 17:00,1101.9447,0,0,13443.72534,27.83891195,0.018388293,0.047915141,11.83062209,0
03-01-2015 18:00,1107.0406,0,0,13505.89532,26.29864909,0.018540869,0.048756918,10.36502428,0
03-01-2015 19:00,1142.1548,0,0,13934.28856,25.55665487,0.01845199,0.045444091,10.32753536,0
03-01-2015 20:00,1097.2334,0,0,13386.24748,25.08497518,0.01829211,0.04294316,10.37083244,0
03-01-2015 21:00,1074.6544,0,0,13110.78368,24.75539551,0.018157482,0.037999789,10.50661453,0
03-01-2015 22:00,1041.3244,0,0,12704.15768,24.49535522,0.017997666,0.034745852,10.56080654,0
03-01-2015 23:00,999.634,0,0,12195.5348,24.28577067,0.017853074,0.034614563,10.60981463,0
04-01-2015 00:00,968.0526,0,0,11810.24172,24.10773112,0.01771056,0.034707706,10.68927236,0
04-01-2015 01:00,944.0556,0,0,11517.47832,23.94744263,0.017593472,0.031983376,10.87129049,0
04-01-2015 02:00,928.7193,0,0,11330.37546,23.81325684,0.017514614,0.030829748,11.0045257,0
04-01-2015 03:00,909.5566,0,0,11096.59052,23.72890625,0.017448386,0.030997118,11.3264195,0
04-01-2015 04:00,894.6543,0,0,10914.78246,23.65912272,0.017382069,0.031405767,11.53166619,0
04-01-2015 05:00,884.6659,0,0,10792.92398,23.60337728,0.017338625,0.033601124,11.57029759,0
04-01-2015 06:00,862.9888,0,0,10528.46336,23.59945068,0.017320652,0.035571416,11.68912998,0
04-01-2015 07:00,871.6873,0,0,10634.58506,24.41880697,0.017595217,0.03636678,13.89483946,0
04-01-2015 08:00,912.4966,0,0,11132.45852,25.61416016,0.01787493,0.040345509,16.00125368,0
04-01-2015 09:00,969.8017,0,0,11831.58074,26.86763916,0.0179893,0.040740967,16.94950502,0
04-01-2015 10:00,1019.3105,0,0,12435.5881,28.08936971,0.017877417,0.041279475,17.0002669,0
04-01-2015 11:00,1059.7497,0,0,12928.94634,29.00729777,0.017750292,0.04179732,16.50581846,0
04-01-2015 12:00,1069.7854,0,0,13051.38188,29.54821167,0.017752798,0.046041966,15.6105599,0
04-01-2015 13:00,1087.2858,0,0,13264.88676,29.77547607,0.017645812,0.049973409,14.84521982,0
04-01-2015 14:00,1087.1689,0,0,13263.46058,29.70245768,0.017544004,0.053990522,14.34975515,0
04-01-2015 15:00,1075.3804,0,0,13119.64088,29.30441691,0.0174957,0.051017638,14.14361588,0
04-01-2015 16:00,1056.4102,0,0,12888.20444,28.50781657,0.01756954,0.04522491,14.07956941,0
04-01-2015 17:00,1033.7229,0,0,12611.41938,27.19625244,0.01780863,0.054209392,13.23902687,0
04-01-2015 18:00,1101.5439,0,0,13438.83558,25.76048177,0.017729787,0.056405942,12.39561289,0
04-01-2015 19:00,1137.1754,0,0,13873.53988,25.07502645,0.017533802,0.051484426,12.96673841,0
04-01-2015 20:00,1133.2082,0,0,13825.14004,24.68620199,0.017358188,0.043486277,13.34887567,0
04-01-2015 21:00,1102.3695,0,0,13448.9079,24.4013916,0.017195111,0.03430748,13.44697568,0
04-01-2015 22:00,1072.5808,0,0,13085.48576,24.18365885,0.017085554,0.030363083,13.61113632,0
04-01-2015 23:00,1012.596,0,0,12353.6712,24.05263672,0.017037081,0.03074201,13.62026242,0
05-01-2015 00:00,958.6209,0,0,11695.17498,23.96112467,0.017014014,0.034094492,13.3997045,0
05-01-2015 01:00,928.5338,0,0,11328.11236,23.86698812,0.016998515,0.035978954,13.07733111,0
